39375.000000d0,  3.402415d5,  402.817991d0,  4.422269d0,  446.096682d0,  0.000000d0,  0.000000d0,  0.000000d0,  0.000000d0
39500.000000d0,  3.354363d5,  401.713115d0,  4.371804d0,  446.216521d0,  0.000000d0,  0.000000d0,  0.000000d0,  0.000000d0
39625.000000d0,  3.306311d5,  400.608238d0,  4.321061d0,  446.352434d0,  0.000000d0,  0.000000d0,  0.000000d0,  0.000000d0
39750.000000d0,  3.258258d5,  399.503362d0,  4.270037d0,  446.504988d0,  0.000000d0,  0.000000d0,  0.000000d0,  0.000000d0
39875.000000d0,  3.210206d5,  398.398486d0,  4.218731d0,  446.674773d0,  0.000000d0,  0.000000d0,  0.000000d0,  0.000000d0
40000.000000d0,  3.162153d5,  397.293609d0,  4.167139d0,  446.862414d0,  0.000000d0,  0.000000d0,  8.127568d-3,  -1.838644d-2
40125.000000d0,  3.115911d5,  396.210812d0,  4.117422d0,  447.038391d0,  0.000000d0,  0.000000d0,  6.375980d-3,  -1.565067d-2
40250.000000d0,  3.072022d5,  395.156701d0,  4.070255d0,  447.191822d0,  0.000000d0,  0.000000d0,  4.578707d-3,  -1.286352d-2
40375.000000d0,  3.028133d5,  394.102591d0,  4.022835d0,  447.361481d0,  0.000000d0,  0.000000d0,  2.739462d-3,  -1.001166d-2
40500.000000d0,  2.984243d5,  393.048480d0,  3.975161d0,  447.547935d0,  0.000000d0,  0.000000d0,  8.563945d-4,  -7.068086d-3
40625.000000d0,  2.940354d5,  391.994369d0,  3.927231d0,  447.751778d0,  0.000000d0,  0.000000d0,  8.686879d-4,  -6.324152d-3
40750.000000d0,  2.896465d5,  390.940259d0,  3.879042d0,  447.973635d0,  0.000000d0,  0.000000d0,  8.813438d-4,  -5.562205d-3
40875.000000d0,  2.852575d5,  389.886148d0,  3.830592d0,  448.214162d0,  0.000000d0,  0.000000d0,  8.943789d-4,  -4.781415d-3
41000.000000d0,  2.808686d5,  388.832037d0,  3.781880d0,  448.474047d0,  0.000000d0,  0.000000d0,  9.078110d-4,  -3.980896d-3
41125.000000d0,  2.768115d5,  387.819391d0,  3.736984d0,  448.687896d0,  0.000000d0,  0.000000d0,  9.206526d-4,  -3.156261d-3
41250.000000d0,  2.728140d5,  386.814195d0,  3.692588d0,  448.907075d0,  0.000000d0,  0.000000d0,  9.336799d-4,  -2.311256d-3
41375.000000d0,  2.688165d5,  385.809000d0,  3.647961d0,  449.143772d0,  0.000000d0,  0.000000d0,  9.470842d-4,  -1.419490d-3
41500.000000d0,  2.648190d5,  384.803804d0,  3.603101d0,  449.398613d0,  0.000000d0,  0.000000d0,  9.608828d-4,  -5.322828d-4
41625.000000d0,  2.608216d5,  383.798609d0,  3.558006d0,  449.672252d0,  0.000000d0,  0.000000d0,  9.753868d-4,  -5.929320d-4
41750.000000d0,  2.568241d5,  382.793413d0,  3.512675d0,  449.965380d0,  0.000000d0,  0.000000d0,  9.903299d-4,  -6.824817d-4
41875.000000d0,  2.528266d5,  381.788218d0,  3.467104d0,  450.278722d0,  0.000000d0,  0.000000d0,  1.005733d-3,  -7.467682d-4
42000.000000d0,  2.489266d5,  380.796192d0,  3.422514d0,  450.591229d0,  0.000000d0,  0.000000d0,  1.021254d-3,  -8.125342d-4
42125.000000d0,  2.452928d5,  379.840156d0,  3.381042d0,  450.863266d0,  0.000000d0,  0.000000d0,  1.036228d-3,  -8.792251d-4
42250.000000d0,  2.416591d5,  378.884120d0,  3.339360d0,  451.153599d0,  0.000000d0,  0.000000d0,  1.051640d-3,  -9.476317d-4
42375.000000d0,  2.380253d5,  377.928085d0,  3.297468d0,  451.462885d0,  0.000000d0,  0.000000d0,  1.067509d-3,  -1.017833d-3
42500.000000d0,  2.343915d5,  376.972049d0,  3.255363d0,  451.791816d0,  0.000000d0,  0.000000d0,  1.083858d-3,  -1.089912d-3
42625.000000d0,  2.307578d5,  376.016013d0,  3.213044d0,  452.141116d0,  0.000000d0,  0.000000d0,  1.099623d-3,  -1.104267d-3
42750.000000d0,  2.271240d5,  375.059977d0,  3.170509d0,  452.511551d0,  0.000000d0,  0.000000d0,  1.115884d-3,  -1.119081d-3
42875.000000d0,  2.234903d5,  374.103942d0,  3.127756d0,  452.903925d0,  0.000000d0,  0.000000d0,  1.132666d-3,  -1.134378d-3
43000.000000d0,  2.201129d5,  373.184563d0,  3.088079d0,  453.251622d0,  0.000000d0,  0.000000d0,  1.148768d-3,  -1.148953d-3
43125.000000d0,  2.168187d5,  372.277079d0,  3.049278d0,  453.597064d0,  0.000000d0,  0.000000d0,  1.164955d-3,  -1.163573d-3
43250.000000d0,  2.135245d5,  371.369595d0,  3.010288d0,  453.962288d0,  0.000000d0,  0.000000d0,  1.181633d-3,  -1.178644d-3
43375.000000d0,  2.102303d5,  370.462111d0,  2.971107d0,  454.348019d0,  0.000000d0,  0.000000d0,  1.198826d-3,  -1.194187d-3
43500.000000d0,  2.069362d5,  369.554627d0,  2.931733d0,  454.755022d0,  0.000000d0,  0.000000d0,  1.216558d-3,  -1.210225d-3
43625.000000d0,  2.036420d5,  368.647143d0,  2.892165d0,  455.184099d0,  0.000000d0,  0.000000d0,  1.235774d-3,  -1.226783d-3
43750.000000d0,  2.003478d5,  367.739659d0,  2.852402d0,  455.636097d0,  0.000000d0,  0.000000d0,  1.255609d-3,  -1.243884d-3
43875.000000d0,  1.971347d5,  366.841295d0,  2.813529d0,  456.083500d0,  0.000000d0,  0.000000d0,  1.275601d-3,  -1.261070d-3
44000.000000d0,  1.941559d5,  365.969311d0,  2.777618d0,  456.470349d0,  0.000000d0,  0.000000d0,  1.294771d-3,  -1.277374d-3
44125.000000d0,  1.911770d5,  365.097326d0,  2.741535d0,  456.877732d0,  0.000000d0,  0.000000d0,  1.314526d-3,  -1.294187d-3
44250.000000d0,  1.881982d5,  364.225341d0,  2.705279d0,  457.306409d0,  0.000000d0,  0.000000d0,  1.334893d-3,  -1.311531d-3
44375.000000d0,  1.852194d5,  363.353356d0,  2.668849d0,  457.757177d0,  0.000000d0,  0.000000d0,  1.355902d-3,  -1.365364d-3
44500.000000d0,  1.822406d5,  362.481371d0,  2.632244d0,  458.230878d0,  0.000000d0,  0.000000d0,  1.377583d-3,  -1.384352d-3
44625.000000d0,  1.792618d5,  361.609386d0,  2.595462d0,  458.728398d0,  0.000000d0,  0.000000d0,  1.399984d-3,  -1.403970d-3
44750.000000d0,  1.762830d5,  360.737402d0,  2.558503d0,  459.250674d0,  0.000000d0,  0.000000d0,  1.423128d-3,  -1.424251d-3
44875.000000d0,  1.735276d5,  359.842689d0,  2.524775d0,  459.644095d0,  0.000000d0,  0.000000d0,  1.445099d-3,  -1.443278d-3
45000.000000d0,  1.708387d5,  358.941215d0,  2.491895d0,  460.012982d0,  0.000000d0,  0.000000d0,  1.467165d-3,  -1.462322d-3
45125.000000d0,  1.681498d5,  358.039742d0,  2.458849d0,  460.403443d0,  0.000000d0,  0.000000d0,  1.489921d-3,  -1.481974d-3
45250.000000d0,  1.654609d5,  357.138268d0,  2.425637d0,  460.816295d0,  0.000000d0,  0.000000d0,  1.513402d-3,  -1.502266d-3
45375.000000d0,  1.627720d5,  356.236794d0,  2.392256d0,  461.252406d0,  0.000000d0,  0.000000d0,  1.537642d-3,  -1.523228d-3
45500.000000d0,  1.600831d5,  355.335320d0,  2.358706d0,  461.712685d0,  0.000000d0,  0.000000d0,  1.562681d-3,  -1.544894d-3
45625.000000d0,  1.573942d5,  354.433846d0,  2.324986d0,  462.198095d0,  0.000000d0,  0.000000d0,  1.587611d-3,  -1.567301d-3
45750.000000d0,  1.547923d5,  353.473698d0,  2.292761d0,  462.577778d0,  0.000000d0,  0.000000d0,  1.612223d-3,  -1.589329d-3
45875.000000d0,  1.523646d5,  352.395882d0,  2.263705d0,  462.715248d0,  0.000000d0,  0.000000d0,  1.635243d-3,  -1.652090d-3
46000.000000d0,  1.499369d5,  351.318066d0,  2.234471d0,  462.873342d0,  0.000000d0,  0.000000d0,  1.658995d-3,  -1.673705d-3
46125.000000d0,  1.475093d5,  350.240249d0,  2.205057d0,  463.052869d0,  0.000000d0,  0.000000d0,  1.683514d-3,  -1.696031d-3
46250.000000d0,  1.450816d5,  349.162433d0,  2.175462d0,  463.254680d0,  0.000000d0,  0.000000d0,  1.708839d-3,  -1.719104d-3
46375.000000d0,  1.426539d5,  348.084616d0,  2.145683d0,  463.479676d0,  0.000000d0,  0.000000d0,  1.735010d-3,  -1.742962d-3
46500.000000d0,  1.402263d5,  347.006800d0,  2.115719d0,  463.728808d0,  0.000000d0,  0.000000d0,  1.762072d-3,  -1.767647d-3
46625.000000d0,  1.377986d5,  345.928984d0,  2.085569d0,  464.003083d0,  0.000000d0,  0.000000d0,  2.018988d-3,  2.179429d-2
46750.000000d0,  1.355715d5,  344.728654d0,  2.059006d0,  463.992983d0,  0.000000d0,  0.000000d0,  2.279462d-3,  4.596724d-2
46875.000000d0,  1.333725d5,  343.511142d0,  2.032788d0,  463.959851d0,  0.000000d0,  0.000000d0,  2.546312d-3,  7.076004d-2
47000.000000d0,  1.311735d5,  342.293630d0,  2.006384d0,  463.947631d0,  0.000000d0,  0.000000d0,  2.820399d-3,  9.620967d-2
47125.000000d0,  1.289745d5,  341.076118d0,  1.979791d0,  463.957186d0,  0.000000d0,  0.000000d0,  3.102090d-3,  1.223013d-1
47250.000000d0,  1.267756d5,  339.858605d0,  1.953007d0,  463.989424d0,  0.000000d0,  0.000000d0,  3.391783d-3,  1.491670d-1
47375.000000d0,  1.245766d5,  338.641093d0,  1.926031d0,  464.045310d0,  0.000000d0,  0.000000d0,  3.689902d-3,  1.767976d-1
47500.000000d0,  1.223776d5,  337.423581d0,  1.898861d0,  464.125863d0,  0.000000d0,  0.000000d0,  3.996899d-3,  2.052341d-1
47625.000000d0,  1.202856d5,  336.201634d0,  1.873184d0,  464.138454d0,  0.000000d0,  0.000000d0,  6.357991d-3,  2.311864d-1
47750.000000d0,  1.182965d5,  334.975426d0,  1.848952d0,  464.083205d0,  0.000000d0,  0.000000d0,  8.777852d-3,  2.576588d-1
47875.000000d0,  1.163074d5,  333.749218d0,  1.824541d0,  464.049561d0,  0.000000d0,  0.000000d0,  1.126309d-2,  2.848621d-1
48000.000000d0,  1.143182d5,  332.523010d0,  1.799950d0,  464.038431d0,  0.000000d0,  0.000000d0,  1.381710d-2,  3.128344d-1
48125.000000d0,  1.123291d5,  331.296803d0,  1.775177d0,  464.050778d0,  0.000000d0,  0.000000d0,  1.644356d-2,  3.416167d-1
48250.000000d0,  1.103400d5,  330.070595d0,  1.750220d0,  464.087621d0,  0.000000d0,  0.000000d0,  1.914637d-2,  3.712527d-1
48375.000000d0,  1.083509d5,  328.844387d0,  1.725078d0,  464.150042d0,  0.000000d0,  0.000000d0,  2.192974d-2,  4.017894d-1
48500.000000d0,  1.063850d5,  327.616894d0,  1.700124d0,  464.215874d0,  0.000000d0,  0.000000d0,  2.479268d-2,  4.331811d-1
48625.000000d0,  1.045898d5,  326.379957d0,  1.677771d0,  464.134608d0,  0.000000d0,  0.000000d0,  2.878884d-2,  3.665368d-1
48750.000000d0,  1.027947d5,  325.143020d0,  1.655247d0,  464.075676d0,  0.000000d0,  0.000000d0,  3.289630d-2,  2.981813d-1
48875.000000d0,  1.009995d5,  323.906083d0,  1.632551d0,  464.040041d0,  0.000000d0,  0.000000d0,  3.712100d-2,  2.279638d-1
49000.000000d0,  9.920434d4,  322.669146d0,  1.609681d0,  464.028721d0,  0.000000d0,  0.000000d0,  4.146930d-2,  1.557833d-1
49125.000000d0,  9.740918d4,  321.432209d0,  1.586635d0,  464.042798d0,  0.000000d0,  0.000000d0,  4.594804d-2,  8.153119d-2
49250.000000d0,  9.561402d4,  320.195272d0,  1.563411d0,  464.083421d0,  0.000000d0,  0.000000d0,  5.056456d-2,  5.090891d-3
49375.000000d0,  9.381886d4,  318.958336d0,  1.540007d0,  464.151810d0,  0.000000d0,  0.000000d0,  5.532677d-2,  -7.366325d-2
49500.000000d0,  9.216747d4,  317.711878d0,  1.518836d0,  464.081745d0,  0.000000d0,  0.000000d0,  6.014743d-2,  -1.546836d-1
49625.000000d0,  9.055076d4,  316.463125d0,  1.498082d0,  463.995085d0,  0.000000d0,  0.000000d0,  7.060629d-2,  -1.769259d-1
49750.000000d0,  8.893405d4,  315.214371d0,  1.477164d0,  463.932573d0,  0.000000d0,  0.000000d0,  8.136808d-2,  -1.998154d-1
49875.000000d0,  8.731735d4,  313.965617d0,  1.456079d0,  463.895291d0,  0.000000d0,  0.000000d0,  9.244959d-2,  -2.233879d-1
50000.000000d0,  8.570064d4,  312.716864d0,  1.434826d0,  463.884390d0,  0.000000d0,  0.000000d0,  1.038689d-1,  -2.476823d-1
50125.000000d0,  8.408393d4,  311.468110d0,  1.413403d0,  463.901095d0,  0.000000d0,  0.000000d0,  1.156456d-1,  -2.727401d-1
50250.000000d0,  8.246722d4,  310.219356d0,  1.391807d0,  463.946707d0,  0.000000d0,  0.000000d0,  1.278006d-1,  -2.986062d-1
50375.000000d0,  8.093384d4,  308.964166d0,  1.371478d0,  463.911631d0,  0.000000d0,  0.000000d0,  1.402092d-1,  -3.249873d-1
50500.000000d0,  7.948153d4,  307.702715d0,  1.352389d0,  463.794425d0,  0.000000d0,  0.000000d0,  1.528508d-1,  -3.518391d-1
50625.000000d0,  7.802922d4,  306.441263d0,  1.333143d0,  463.702280d0,  0.000000d0,  0.000000d0,  1.555752d-1,  -3.470640d-1
50750.000000d0,  7.657691d4,  305.179811d0,  1.313738d0,  463.636349d0,  0.000000d0,  0.000000d0,  1.583985d-1,  -3.422634d-1
50875.000000d0,  7.512460d4,  303.918360d0,  1.294172d0,  463.597862d0,  0.000000d0,  0.000000d0,  1.613265d-1,  -3.372868d-1
51000.000000d0,  7.367229d4,  302.656908d0,  1.274442d0,  463.588124d0,  0.000000d0,  0.000000d0,  1.643655d-1,  -3.322751d-1
51125.000000d0,  7.221998d4,  301.395456d0,  1.254548d0,  463.608532d0,  0.000000d0,  0.000000d0,  1.675221d-1,  -3.270724d-1
51250.000000d0,  7.080130d4,  300.131021d0,  1.235085d0,  463.609269d0,  0.000000d0,  0.000000d0,  1.707208d-1,  -3.215896d-1
51375.000000d0,  6.950052d4,  298.856126d0,  1.217566d0,  463.458189d0,  0.000000d0,  0.000000d0,  1.737441d-1,  -3.155058d-1
51500.000000d0,  6.819973d4,  297.581231d0,  1.199896d0,  463.333138d0,  0.000000d0,  0.000000d0,  1.768778d-1,  -3.092031d-1
51625.000000d0,  6.689895d4,  296.306336d0,  1.182075d0,  463.235347d0,  0.000000d0,  0.000000d0,  1.801742d-1,  -3.141082d-1
51750.000000d0,  6.559816d4,  295.031440d0,  1.164099d0,  463.166129d0,  0.000000d0,  0.000000d0,  1.835958d-1,  -3.192057d-1
51875.000000d0,  6.429738d4,  293.756545d0,  1.145968d0,  463.126885d0,  0.000000d0,  0.000000d0,  1.871502d-1,  -3.245909d-1
52000.000000d0,  6.299659d4,  292.481650d0,  1.127678d0,  463.119110d0,  0.000000d0,  0.000000d0,  1.908456d-1,  -3.301106d-1
52125.000000d0,  6.169581d4,  291.206755d0,  1.109228d0,  463.144403d0,  0.000000d0,  0.000000d0,  1.946910d-1,  -3.358607d-1
52250.000000d0,  6.052432d4,  289.951237d0,  1.092878d0,  463.025480d0,  0.000000d0,  0.000000d0,  1.982847d-1,  -3.411486d-1
52375.000000d0,  5.936311d4,  288.697259d0,  1.076566d0,  462.920155d0,  0.000000d0,  0.000000d0,  2.019805d-1,  -3.465849d-1
52500.000000d0,  5.820189d4,  287.443281d0,  1.060112d0,  462.843670d0,  0.000000d0,  0.000000d0,  2.058176d-1,  -3.522356d-1
52625.000000d0,  5.704068d4,  286.189303d0,  1.043513d0,  462.797450d0,  0.000000d0,  0.000000d0,  2.099475d-1,  -3.581141d-1
52750.000000d0,  5.587947d4,  284.935325d0,  1.026769d0,  462.783014d0,  0.000000d0,  0.000000d0,  2.142415d-1,  -3.643278d-1
52875.000000d0,  5.471826d4,  283.681348d0,  1.009876d0,  462.801989d0,  0.000000d0,  0.000000d0,  2.187098d-1,  -3.707069d-1
53000.000000d0,  5.355705d4,  282.427370d0,  9.928337d-1,  462.856118d0,  0.000000d0,  0.000000d0,  2.233640d-1,  -3.773600d-1
53125.000000d0,  5.247913d4,  281.312644d0,  9.767064d-1,  463.020612d0,  0.000000d0,  0.000000d0,  2.279668d-1,  -3.838855d-1
53250.000000d0,  5.144789d4,  280.275960d0,  9.610553d-1,  463.259193d0,  0.000000d0,  0.000000d0,  2.326090d-1,  -3.904365d-1
53375.000000d0,  5.041665d4,  279.239275d0,  9.452880d-1,  463.531040d0,  0.000000d0,  0.000000d0,  2.374340d-1,  -3.972533d-1
53500.000000d0,  4.938541d4,  278.202591d0,  9.294031d-1,  463.837800d0,  0.000000d0,  0.000000d0,  2.424533d-1,  -4.043524d-1
53625.000000d0,  4.835417d4,  277.165906d0,  9.133995d-1,  464.181231d0,  0.000000d0,  0.000000d0,  2.476585d-1,  -4.118570d-1
53750.000000d0,  4.732293d4,  276.129222d0,  8.972757d-1,  464.563219d0,  0.000000d0,  0.000000d0,  2.530831d-1,  -4.195786d-1
53875.000000d0,  4.629169d4,  275.092537d0,  8.810304d-1,  464.985784d0,  0.000000d0,  0.000000d0,  2.587420d-1,  -4.276418d-1
54000.000000d0,  4.530157d4,  274.169560d0,  8.650888d-1,  465.554581d0,  0.000000d0,  0.000000d0,  2.645205d-1,  -4.358547d-1
54125.000000d0,  4.439902d4,  273.488695d0,  8.499642d-1,  466.383841d0,  0.000000d0,  0.000000d0,  2.702560d-1,  -4.439490d-1
54250.000000d0,  4.349646d4,  272.807829d0,  8.347641d-1,  467.252621d0,  0.000000d0,  0.000000d0,  2.762244d-1,  -4.523774d-1
54375.000000d0,  4.259391d4,  272.126964d0,  8.194879d-1,  468.162841d0,  0.000000d0,  0.000000d0,  2.824403d-1,  -4.611613d-1
54500.000000d0,  4.169135d4,  271.446098d0,  8.041351d-1,  469.116559d0,  0.000000d0,  0.000000d0,  2.889199d-1,  -4.704429d-1
54625.000000d0,  4.078880d4,  270.765232d0,  7.887051d-1,  470.115976d0,  0.000000d0,  0.000000d0,  2.959455d-1,  -4.800113d-1
54750.000000d0,  3.988624d4,  270.084367d0,  7.731972d-1,  471.163457d0,  0.000000d0,  0.000000d0,  3.032820d-1,  -4.900108d-1
54875.000000d0,  3.898369d4,  269.403501d0,  7.576110d-1,  472.261543d0,  0.000000d0,  0.000000d0,  3.109510d-1,  -5.004715d-1
55000.000000d0,  3.819394d4,  268.951957d0,  7.435092d-1,  473.519956d0,  0.000000d0,  0.000000d0,  3.183054d-1,  -4.965504d-1
55125.000000d0,  3.741422d4,  268.520800d0,  7.295002d-1,  474.832494d0,  0.000000d0,  0.000000d0,  3.259027d-1,  -4.922836d-1
55250.000000d0,  3.663450d4,  268.089642d0,  7.154461d-1,  476.191292d0,  0.000000d0,  0.000000d0,  3.338186d-1,  -4.880145d-1
55375.000000d0,  3.585479d4,  267.658484d0,  7.013467d-1,  477.598614d0,  0.000000d0,  0.000000d0,  3.420738d-1,  -4.836055d-1
55500.000000d0,  3.507507d4,  267.227326d0,  6.872018d-1,  479.056888d0,  0.000000d0,  0.000000d0,  3.506909d-1,  -4.790474d-1
55625.000000d0,  3.429535d4,  266.796169d0,  6.730112d-1,  480.568717d0,  0.000000d0,  0.000000d0,  3.596029d-1,  -4.741874d-1
55750.000000d0,  3.351563d4,  266.365011d0,  6.587746d-1,  482.136899d0,  0.000000d0,  0.000000d0,  3.689245d-1,  -4.692963d-1
55875.000000d0,  3.278264d4,  265.981305d0,  6.452967d-1,  483.704489d0,  0.000000d0,  0.000000d0,  3.782127d-1,  -4.636434d-1
56000.000000d0,  3.211534d4,  265.664313d0,  6.329158d-1,  485.238843d0,  0.000000d0,  0.000000d0,  3.872249d-1,  -4.568044d-1
56125.000000d0,  3.144804d4,  265.347320d0,  6.205054d-1,  486.821934d0,  0.000000d0,  0.000000d0,  3.966156d-1,  -4.498685d-1
56250.000000d0,  3.078074d4,  265.030327d0,  6.080652d-1,  488.456123d0,  0.000000d0,  0.000000d0,  4.064095d-1,  -4.426711d-1
56375.000000d0,  3.011344d4,  264.713334d0,  5.955953d-1,  490.143939d0,  0.000000d0,  0.000000d0,  4.166333d-1,  -4.351949d-1
56500.000000d0,  2.944614d4,  264.396341d0,  5.830954d-1,  491.888094d0,  0.000000d0,  0.000000d0,  4.273163d-1,  -4.272563d-1
56625.000000d0,  2.877884d4,  264.079348d0,  5.705655d-1,  493.691504d0,  0.000000d0,  0.000000d0,  4.577026d-1,  -4.576475d-1
56750.000000d0,  2.811155d4,  263.762356d0,  5.580056d-1,  495.557304d0,  0.000000d0,  0.000000d0,  4.894798d-1,  -4.894298d-1
56875.000000d0,  2.752079d4,  263.405406d0,  5.470195d-1,  497.119832d0,  0.000000d0,  0.000000d0,  5.212166d-1,  -5.211720d-1
57000.000000d0,  2.695252d4,  263.036716d0,  5.364752d-1,  498.624591d0,  0.000000d0,  0.000000d0,  5.537979d-1,  -5.537589d-1
57125.000000d0,  2.638425d4,  262.668026d0,  5.259012d-1,  500.180065d0,  0.000000d0,  0.000000d0,  5.877186d-1,  -5.876856d-1
57250.000000d0,  2.581598d4,  262.299336d0,  5.152976d-1,  501.788757d0,  0.000000d0,  0.000000d0,  6.230673d-1,  -6.230405d-1
57375.000000d0,  2.524772d4,  261.930646d0,  5.046641d-1,  503.453351d0,  0.000000d0,  0.000000d0,  6.599405d-1,  -6.599200d-1
57500.000000d0,  2.467945d4,  261.561955d0,  4.940006d-1,  505.176729d0,  0.000000d0,  0.000000d0,  6.984433d-1,  -6.984296d-1
57625.000000d0,  2.411118d4,  261.193265d0,  4.833070d-1,  506.961990d0,  0.000000d0,  0.000000d0,  7.400478d-1,  -7.400732d-1
57750.000000d0,  2.354691d4,  260.821087d0,  4.726698d-1,  508.787353d0,  0.000000d0,  0.000000d0,  7.834416d-1,  -7.835078d-1
57875.000000d0,  2.306253d4,  260.379221d0,  4.637322d-1,  510.168368d0,  0.000000d0,  0.000000d0,  8.257957d-1,  -8.256975d-1
58000.000000d0,  2.257815d4,  259.937356d0,  4.547643d-1,  511.599508d0,  0.000000d0,  0.000000d0,  8.698726d-1,  -8.698144d-1
58125.000000d0,  2.209377d4,  259.495490d0,  4.457657d-1,  513.083249d0,  0.000000d0,  0.000000d0,  9.157856d-1,  -9.157689d-1
58250.000000d0,  2.160939d4,  259.053624d0,  4.367365d-1,  514.622247d0,  0.000000d0,  0.000000d0,  9.636581d-1,  -9.636848d-1
